"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","WT01","WT02","WT03","WT05","WT06","WT08","WT09"
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-02","0.30",,,,"50","40","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-03","0.13",,,,"51","41","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-04","0.10",,,,"51","37","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-05","0.00",,,,"62","35",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-06","0.15",,,,"70","50",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-07","0.04",,,,"61","41",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-08","0.00",,,,"59","40",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-09","0.00",,,,"78","39",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-10","0.00","0.0","0.0",,"72","43",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-11","0.00","0.0","0.0",,"65","37",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-12","0.32",,,,"64","46","    1",,"    1",,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-13","0.02",,,,"67","41","    1",,"    1",,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-14","0.29",,,,"59","40","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-15","0.08",,,,"56","34","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-16","0.09",,,,"50","31","    1",,"    1",,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-17","0.03",,,,"56","34","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-18","0.28",,,,"57","32","    1",,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-19","0.00",,,,"48","29",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-20","0.16",,,,"48","35","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-21","0.04",,,,"49","42","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-22","3.07",,,,"48","36","    1",,"    1",,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-23","1.14",,,,"50","38","    1",,"    1",,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-24","0.02",,,,"43","35","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-25","0.00",,,,"45","35","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-26","0.05",,,,"41","35","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-27","0.01",,,,"44","32","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-28","0.00",,,,"51","34",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-29","0.01",,,,"47","36",,,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-30","0.01",,,,"36","28",,,,"    1",,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-10-31","0.02",,,,"54","26",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-01","0.15",,,,"50","32","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-02","0.00",,,,"49","27",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-03","0.00",,,,"65","32",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-04","0.00","0.0","0.0",,"73","53",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-05","0.00",,,,"67","41","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-06","0.00","0.0","0.0",,"74","43","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-07","0.00",,,,"74","58",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-08","0.00",,,,"76","55",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-09","0.00",,,,"78","63",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-10","0.55",,,,"71","47","    1",,"    1",,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-11","0.00",,,,"61","33",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-12","0.00",,,,"54","34",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-13","0.04",,"0.0",,"45","32","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-14","0.00","0.0","0.0",,"47","28",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-15","0.48",,"0.0",,"53","36","    1",,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-16","0.00","0.0",,,"38","32","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-17","0.00",,,,"35","29",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-18","0.00",,,,"46","22",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-19","0.00",,,,"60","45",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-20","0.00",,,,"57","40",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-21","0.00",,,,"42","24",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-22","0.00",,,,"44","21",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-23","0.03",,,,"40","33",,,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-24","0.12",,,,"35","27","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-25","0.10",,,,"41","34","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-26","0.00",,,,"46","40","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-27","0.00",,,,"41","33",,,,"    1",,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-28","0.00",,,,"52","27",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-29","0.00",,,,"50","37",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-11-30","0.02",,,,"37","31","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-01","0.00",,,,"38","30",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-02","0.00",,,,"45","28",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-03","0.00",,,,"40","32",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-04","0.00",,,,"41","33",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-05","0.00",,,,"34","29","    1",,,"    1",,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-06","0.00",,,,"34","27",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-07","0.00",,,,"38","31",,,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-08","0.00",,,,"38","34",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-09","0.00",,,,"44","29","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-10","0.00",,,,"51","26","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-11","0.00",,,,"42","30","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-12","0.31",,,,"37","32","    1",,,,,,"    1"
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-13","0.00",,,,"33","29","    1",,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-14","0.01",,,,"31","24","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-15","0.00",,,,"26","21",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-16","0.00",,,,"31","20",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-17","0.00",,,,"30","26",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-18","0.00",,,,"34","27",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-19","0.00",,,,"37","33","    1",,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-20","0.00",,,,"39","33","    1",,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-21","0.17",,,,"36","32","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-22","0.01",,,,"36","31","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-23","0.06",,,,"49","35","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-24","0.00",,,,"46","19","    1",,,,,"    1","    1"
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-25","0.00",,,,"26","18","    1",,,,,"    1","    1"
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-26","0.00",,,,"28","25",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-27","0.01",,,,"33","28","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-28","0.01",,,,"33","24","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-29","0.00",,,,"26","10",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-30","0.07",,,,"35","25","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2020-12-31","0.00",,,,"30","28",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-01","0.00",,,,"32","24",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-02","0.00",,,,"37","24",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-03","0.00",,,,"35","25","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-04","0.00",,,,"39","32","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-05","0.01",,,,"39","31","    1",,,,"    1",,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-06","0.00",,,,"39","32",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-07","0.00",,,,"37","28",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-08","0.00",,,,"31","18",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-09","0.00",,,,"35","15","    1","    1",,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-10","0.00",,,,"33","31",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-11","0.00",,,,"33","27","    1",,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-12","0.00",,,,"37","33","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-13","0.00",,,,"44","29","    1",,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-14","0.00",,,,"41","34","    1",,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-15","0.16",,,,"39","33","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-16","0.09",,,,"36","33","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-17","0.03",,,,"34","29","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-18","0.04",,,,"32","28","    1",,,,"    1",,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-19","0.02",,,,"29","21","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-20","0.00",,,,"36","19",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-21","0.01",,,,"38","26","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-22","0.00",,,,"26","17",,,,,,"    1","    1"
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-23","0.00",,,,"27","11",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-24","0.00",,,,"32","18","    1",,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-25","0.00",,,,"29","13","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-26","0.00",,,,"27","20",,,,,,,"    1"
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-27","0.03",,,,"25","21","    1",,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-28","0.00",,,,"21","19",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-29","0.00",,,,"27","9",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-30","0.00",,,,"31","5",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-01-31","0.00",,,,"35","24",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-01","0.00",,,,"29","10",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-02","0.00",,,,"32","26",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-03","0.00",,,,"36","10",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-04","0.11",,,,"41","26","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-05","0.00",,,,"33","13","    1",,,,,,"    1"
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-06","0.00",,,,"16","10","    1",,,,,"    1","    1"
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-07","0.00",,,,"10","3","    1",,,,,"    1","    1"
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-08","0.00",,,,"14","6","    1",,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-09","0.00",,"7.0",,"15","9","    1",,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-10","0.00",,,,"17","7","    1",,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-11","0.00",,,,"18","6","    1",,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-12","0.01",,,,"25","12","    1",,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-13","0.04",,,,"23","9","    1",,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-14","0.00",,,,"18","8","    1",,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-15","0.00",,,,"13","5",,,,,,"    1","    1"
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-16","0.00",,,,"19","9",,,,,,"    1","    1"
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-17","0.00",,,,"26","-3","    1",,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-18","0.00",,,,"29","7",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-19","0.03",,,,"29","18","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-20","0.04",,,,"27","11","    1",,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-21","0.00",,,,"37","11",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-22","0.01",,,,"36","24","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-23","0.01",,,,"44","34","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-24","0.03",,,,"40","26","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-25","0.00",,,,"35","13",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-26","0.00",,,,"44","28","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-27","0.00",,,,"50","32",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-02-28","0.00",,,,"47","25","    1",,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-03-01","0.00",,,,"33","15",,,,,,"    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-03-02","0.00",,,,"41","12",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-03-03","0.00",,,,"45","28","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-03-04","0.00",,,,"30","18",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-03-05","0.00",,,,"38","18",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-03-06","0.00",,,,"33","22",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-03-07","0.00",,,,"43","11",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-03-08","0.00",,,,"55","32",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-03-09","0.00",,,,"59","25",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-03-10","0.00",,,,"63","48",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-03-11","0.00",,,,"62","32",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-03-12","0.00",,,,"39","21",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-03-13","0.00",,,,"53","18",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-03-14","0.00",,,,"42","24",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-03-15","0.00",,,,"42","18",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-03-16","0.20",,,,"36","26","    1",,,,"    1","    1",
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-03-17","0.15",,,,"36","31",,,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-03-18","0.00",,,,"45","30","    1",,,,,,
"USW00014850","TRAVERSE CITY CHERRY CAPITAL AIRPORT, MI US","2021-03-19","0.00",,,,"49","21",,,,,,,
